Table 210-06503 : Underemployed persons and underemployment rate by detailed industry of main employment,,,,,
 ,,,,,
 , , ,Underemployed persons (1),Underemployed persons (1),Underemployment rate (2)
,,,No. ('000),Percentage share (%),(%)
Year / Moving 3-month period,,Detailed industry of main employment (3) (4),,,
2018,,"     Decoration, repair and maintenance for buildings",6.5,15.0,7.5
2018,,Import/export trade and wholesale,1.2,2.7,0.3
2018,,     Import and export trade,1.1,2.5,0.3
2018,,     Wholesale,[*7],[*7],[*7]
2018,,"Retail, accommodation and food services (5)",6.9,16.0,1.0
2018,,     Retail,2.7,6.2,0.8
2018,,     Accommodation and food services,4.2,9.8,1.4
2018,,          Accommodation services,0.5,1.2,1.0
2018,,          Food and beverage service activities,3.7,8.6,1.4
2018,,"Transportation, storage, postal and courier services, information and communications",5.8,13.3,1.2
2018,,     Transportation and storage,5.2,12.2,1.7
2018,,          Transportation,4.3,9.9,1.9
2018,,          Warehousing and support activities for transportation,1.0,2.3,1.2
2018,,     Postal and courier activities,[*7],[*7],[*7]
2018,,     Information and communications,0.5,1.1,0.4
2018,,"Financing, insurance, real estate, professional and business services",4.0,9.2,0.5
2018,,     Financing and insurance,[*7],[*7],[*7]
2018,,          Financing,[*7],[*7],[*7]
2018,,          Insurance,[*7],[*7],[*7]
2018,,     Real estate and professional and business services,3.8,8.8,0.7
2018,,          Real estate,0.6,1.4,0.4
2018,,          Professional and business services,3.2,7.4,0.9
2018,,               Professional and business services (excl. cleaning and similar activities),2.4,5.5,0.8
2018,,               Cleaning and similar activities,0.8,1.9,1.2
2018,,"Public administration, social and personal services",7.0,16.3,0.6
2018,,     Public administration,[*7],[*7],[*7]
2018,,     Education,2.0,4.7,0.9
2018,,     Human health and social work activities,0.6,1.5,0.3
2018,,          Human health activities,[*7],[*7],[*7]
2018,,          Social work activities,0.4,1.0,0.5
2018,,"     Arts, entertainment and recreation",1.6,3.6,2.6
2018,,     Other service activities,2.7,6.3,0.6
2018,,Other industries,[*7],[*7],[*7]
2018,,Overall,43.2,100.0,1.1
2019,,Manufacturing,0.6,1.4,0.5
2019,,Construction,17.6,41.9,4.9
2019,,     Foundation and superstructure,12.1,28.9,4.4
2019,,"     Decoration, repair and maintenance for buildings",5.4,13.0,6.9
2019,,Import/export trade and wholesale,0.9,2.0,0.2
2019,,     Import and export trade,0.8,1.9,0.2
2019,,     Wholesale,[*7],[*7],[*7]
2019,,"Retail, accommodation and food services (5)",6.7,15.9,1.0
2019,,     Retail,2.8,6.8,0.9
2019,,     Accommodation and food services,3.8,9.1,1.2
2019,,          Accommodation services,0.4,1.0,0.8
2019,,          Food and beverage service activities,3.4,8.2,1.3
2019,,"Transportation, storage, postal and courier services, information and communications",5.3,12.7,1.1
2019,,     Transportation and storage,4.4,10.5,1.4
2019,,          Transportation,3.7,8.7,1.6
2019,,          Warehousing and support activities for transportation,0.7,1.7,0.9
2019,,     Postal and courier activities,0.4,0.8,1.8
2019,,     Information and communications,0.6,1.4,0.4
2019,,"Financing, insurance, real estate, professional and business services",3.5,8.4,0.4
2019,,     Financing and insurance,0.3,0.7,0.1
2019,,          Financing,[*7],[*7],[*7]
2019,,          Insurance,[*7],[*7],[*7]
2019,,     Real estate and professional and business services,3.3,7.8,0.6
2019,,          Real estate,0.5,1.2,0.3
2019,,          Professional and business services,2.7,6.5,0.7
2019,,               Professional and business services (excl. cleaning and similar activities),2.1,4.9,0.6
2019,,               Cleaning and similar activities,0.7,1.6,1.0
2019,,"Public administration, social and personal services",7.2,17.2,0.6
2019,,     Public administration,[*7],[*7],[*7]
2019,,     Education,2.3,5.5,1.0
2019,,     Human health and social work activities,0.6,1.3,0.2
2019,,          Human health activities,0.3,0.6,0.2
2019,,          Social work activities,0.3,0.7,0.4
2019,,"     Arts, entertainment and recreation",1.3,3.0,2.1
2019,,     Other service activities,3.0,7.1,0.6
2019,,Other industries,[*7],[*7],[*7]
2019,,Overall,42.0,100.0,1.1
2020,,Manufacturing,3.1,2.4,2.8
2020,,Construction,27.1,20.9,7.8
2020,,     Foundation and superstructure,15.1,11.6,5.7
2020,,"     Decoration, repair and maintenance for buildings",12.0,9.3,14.6
2020,,Import/export trade and wholesale,6.1,4.7,1.8
2020,,     Import and export trade,5.5,4.3,1.7
2020,,     Wholesale,0.5,0.4,2.6
2020,,"Retail, accommodation and food services (5)",32.0,24.7,5.6
2020,,     Retail,11.3,8.7,3.8
2020,,     Accommodation and food services,20.7,16.0,7.5
2020,,          Accommodation services,2.5,1.9,6.1
2020,,          Food and beverage service activities,18.2,14.0,7.7
2020,,"Transportation, storage, postal and courier services, information and communications",21.3,16.4,4.6
2020,,     Transportation and storage,18.6,14.3,6.3
2020,,          Transportation,15.7,12.1,7.3
2020,,          Warehousing and support activities for transportation,2.9,2.2,3.6
2020,,     Postal and courier activities,0.9,0.7,4.0
2020,,     Information and communications,1.8,1.4,1.2
2020,,"Financing, insurance, real estate, professional and business services",14.3,11.0,1.6
2020,,     Financing and insurance,3.2,2.5,1.1
2020,,          Financing,1.0,0.8,0.5
2020,,          Insurance,2.2,1.7,3.1
2020,,     Real estate and professional and business services,11.0,8.5,1.9
2020,,          Real estate,1.5,1.1,0.9
2020,,          Professional and business services,9.6,7.4,2.2
2020,,               Professional and business services (excl. cleaning and similar activities),7.6,5.9,2.1
2020,,               Cleaning and similar activities,1.9,1.5,2.7
2020,,"Public administration, social and personal services",25.6,19.7,2.2
2020,,     Public administration,0.3,0.2,0.2
2020,,     Education,9.5,7.3,4.0
2020,,     Human health and social work activities,2.0,1.5,0.8
2020,,          Human health activities,1.0,0.8,0.6
2020,,          Social work activities,1.0,0.8,1.2
2020,,"     Arts, entertainment and recreation",3.4,2.6,5.8
2020,,     Other service activities,10.4,8.0,2.2
2020,,Other industries,0.4,0.3,1.7
2020,,Overall,129.9,100.0,3.3
2021,,Manufacturing,2.5,2.5,2.4
2021,,Construction,21.8,22.0,6.1
2021,,     Foundation and superstructure,12.9,13.0,4.7
2021,,"     Decoration, repair and maintenance for buildings",8.9,9.0,11.1
2021,,Import/export trade and wholesale,4.2,4.3,1.3
2021,,     Import and export trade,4.0,4.1,1.3
2021,,     Wholesale,[*7],[*7],[*7]
2021,,"Retail, accommodation and food services (5)",20.2,20.4,3.6
2021,,     Retail,8.4,8.5,2.9
